Id,Probability
1,0.076549575
2,0.23741245
3,0.013945956
4,0.3438913
5,0.1266029
6,0.03209938
7,0.05883379
8,0.045464724
9,0.0051791994
10,0.40112835
11,0.010595974
12,0.0586645
13,0.009175755
14,0.043108314
15,0.077595524
16,0.015842574
17,0.07972829
18,0.013749916
19,0.23117945
20,0.132675
21,0.008182038
22,0.013098445
23,0.015473241
24,0.7590795
25,0.12835553
26,0.07529474
27,0.13673134
28,0.013903079
29,0.20448104
30,0.077313535
31,0.0692215
32,0.012651082
33,0.012283701
34,0.10015578
35,0.33871502
36,0.05037082
37,0.04048512
38,0.06975098
39,0.007642029
40,0.18353799
41,0.45618019
42,0.65507305
43,0.120469816
44,0.023876918
45,0.090406105
46,0.0045293756
47,0.0040572714
48,0.050206997
49,0.015968021
50,0.09068082
51,0.017406393
52,0.019853411
53,0.026064638
54,0.1635766
55,0.017099233
56,0.11861334
57,0.006738549
58,0.18033417
59,0.14469099
60,0.14192702
61,0.029391455
62,0.026694307
63,0.018025652
64,0.007902629
65,0.061723966
66,0.05760054
67,0.034088366
68,0.16855861
69,0.006690683
70,0.6045303
71,0.03297119
72,0.100534104
73,0.008509222
74,0.29390973
75,0.0126666315
76,0.063377395
77,0.098435566
78,0.10417476
79,0.047103137
80,0.04135382
81,0.019194119
82,0.013051496
83,0.031371284
84,0.008568573
85,0.03637424
86,0.042761013
87,0.06645893
88,0.017121695
89,0.023408778
90,0.024187047
91,0.064507544
92,0.010332975
93,0.036396276
94,0.013645971
95,0.018104458
96,0.21390639
97,0.09964552
98,0.10998287
99,0.009524078
100,0.009396606
101,0.11557682
102,0.26485494
103,0.00975957
104,0.12465886
105,0.4309196
106,0.019339414
107,0.6180933
108,0.034672137
109,0.0072378432
110,0.039684825
111,0.027119115
112,0.21770583
113,0.023124127
114,0.65084827
115,0.10226513
116,0.022996958
117,0.004790275
118,0.09901405
119,0.03136886
120,0.00658579
121,0.0338279
122,0.26958984
123,0.009704397
124,0.69606435
125,0.013019872
126,0.033268727
127,0.0037305187
128,0.04333942
129,0.022243708
130,0.20286207
131,0.050633043
132,0.29583463
133,0.0064013884
134,0.06999498
135,0.2249702
136,0.021449635
137,0.576539
138,0.15217263
139,0.006709362
140,0.010431015
141,0.005558672
142,0.013164446
143,0.0046937945
144,0.012674392
145,0.4329664
146,0.009114571
147,0.005248246
148,0.20126675
149,0.0064948695
150,0.20857508
151,0.0059780176
152,0.010453148
153,0.008304163
154,0.028051151
155,0.01175645
156,0.015673077
157,0.18429735
158,0.0072786543
159,0.17985675
160,0.015580735
161,0.005156878
162,0.013898065
163,0.036278486
164,0.04635532
165,0.008408499
166,0.02960878
167,0.72174287
168,0.22004905
169,0.3253997
170,0.011124525
171,0.005318725
172,0.013834785
173,0.01667227
174,0.07408285
175,0.04404298
176,0.25226697
177,0.013899295
178,0.15689608
179,0.036556717
180,0.03285524
181,0.17746277
182,0.008615158
183,0.015323554
184,0.030953798
185,0.34424087
186,0.012298145
187,0.008124601
188,0.04031724
189,0.08420082
190,0.017624507
191,0.0127794035
192,0.036756657
193,0.014380761
194,0.07873458
195,0.011373831
196,0.035315435
197,0.013077042
198,0.020304956
199,0.01604098
200,0.0055423877
201,0.17606965
202,0.02030653
203,0.5332646
204,0.08860904
205,0.05941644
206,0.009695483
207,0.039965525
208,0.021800391
209,0.12339751
210,0.004900483
211,0.15282038
212,0.06409714
213,0.012377721
214,0.0074240672
215,0.059560265
216,0.070476085
217,0.02369219
218,0.23104355
219,0.034929093
220,0.0050778035
221,0.047920205
222,0.021664007
223,0.013058728
224,0.020221027
225,0.025492989
226,0.1150243
227,0.010340476
228,0.09872886
229,0.17850997
230,0.61392784
231,0.52284473
232,0.03140165
233,0.014337677
234,0.016458146
235,0.017108122
236,0.43154183
237,0.028428158
238,0.0048557883
239,0.014306248
240,0.039115876
241,0.087792315
242,0.012126274
243,0.0069807647
244,0.05578567
245,0.1426445
246,0.029921627
247,0.10905735
248,0.007242909
249,0.015662672
250,0.34726343
251,0.0589065
252,0.24639297
253,0.008735185
254,0.1545908
255,0.0033948065
256,0.01650816
257,0.048412755
258,0.38543382
259,0.17101194
260,0.1272495
261,0.009725339
262,0.017542727
263,0.0066071814
264,0.046336982
265,0.09595581
266,0.014838166
267,0.14416206
268,0.05577767
269,0.40820208
270,0.0067540426
271,0.071122274
272,0.13292912
273,0.007279358
274,0.012681316
275,0.025398292
276,0.022743423
277,0.024724545
278,0.0075817066
279,0.18277249
280,0.030232282
281,0.6162786
282,0.074511945
283,0.15477738
284,0.013198205
285,0.007288912
286,0.016169576
287,0.010888772
288,0.06544936
289,0.11453703
290,0.098131366
291,0.43400857
292,0.0060542473
293,0.03043575
294,0.012431897
295,0.004839456
296,0.017991617
297,0.009781095
298,0.037934937
299,0.00653762
300,0.0058698948
301,0.12915014
302,0.007092656
303,0.02816366
304,0.010558641
305,0.67930496
306,0.068480685
307,0.004120582
308,0.2919254
309,0.3277849
310,0.010955009
311,0.68164843
312,0.016778424
313,0.6729108
314,0.09567793
315,0.048529692
316,0.15053067
317,0.23997945
318,0.0076170242
319,0.032834943
320,0.11545253
321,0.2126782
322,0.047973663
323,0.010139353
324,0.020374596
325,0.18048134
326,0.02484694
327,0.048034154
328,0.007915252
329,0.021264937
330,0.0056104404
331,0.011505448
332,0.016549645
333,0.009731508
334,0.024859317
335,0.048296914
336,0.18647869
337,0.010561456
338,0.32352793
339,0.09997327
340,0.008500453
341,0.004891274
342,0.013643
343,0.03277522
344,0.038367014
345,0.019242365
346,0.01877697
347,0.6051711
348,0.16323006
349,0.042584624
350,0.014309025
351,0.10320879
352,0.05780679
353,0.0050303917
354,0.35408914
355,0.009260083
356,0.007034924
357,0.7987694
358,0.004691445
359,0.09739254
360,0.2909248
361,0.050639346
362,0.025893351
363,0.0065753255
364,0.012990577
365,0.28944838
366,0.14955431
367,0.04658697
368,0.12820308
369,0.03709305
370,0.441695
371,0.010478124
372,0.24754629
373,0.009859138
374,0.03229071
375,0.00806463
376,0.004646391
377,0.013033457
378,0.0070577604
379,0.012414813
380,0.019006222
381,0.0063263555
382,0.016993973
383,0.08458269
384,0.103537984
385,0.020698804
386,0.016037686
387,0.004413873
388,0.01018664
389,0.06120487
390,0.013162253
391,0.004205779
392,0.008213566
393,0.039547402
394,0.12153781
395,0.036897458
396,0.0045599453
397,0.09032955
398,0.32789534
399,0.006764934
400,0.02589836
401,0.022323396
402,0.0056353584
403,0.053496707
404,0.005215215
405,0.7489259
406,0.76988816
407,0.0478386
408,0.20748855
409,0.020559791
410,0.014779256
411,0.061247095
412,0.08972229
413,0.12251825
414,0.026088808
415,0.0075328685
416,0.20640272
417,0.13143519
418,0.07242598
419,0.0072143804
420,0.012569067
421,0.009258557
422,0.013131346
423,0.031921413
424,0.0042280587
425,0.006884889
426,0.009692604
427,0.039070282
428,0.035915352
429,0.10770314
430,0.008831747
431,0.2967977
432,0.0071124355
433,0.009690101
434,0.018035999
435,0.02454103
436,0.034856185
437,0.07359801
438,0.108380675
439,0.008050499
440,0.03241918
441,0.053040225
442,0.02867196
443,0.07637372
444,0.017553408
445,0.1309873
446,0.71077806
447,0.008317832
448,0.14011638
449,0.12223927
450,0.0057354327
451,0.041100897
452,0.0077835894
453,0.1765696
454,0.074678786
455,0.100688435
456,0.0702405
457,0.108456224
458,0.02474272
459,0.1101395
460,0.0123996
461,0.037692275
462,0.077994
463,0.010523717
464,0.11550326
465,0.1347373
466,0.0061103627
467,0.017797804
468,0.013741093
469,0.0073330905
470,0.29352137
471,0.003875737
472,0.022778315
473,0.3082544
474,0.063020654
475,0.026687883
476,0.008465452
477,0.008996641
478,0.031293895
479,0.085782565
480,0.010483144
481,0.17345218
482,0.0043704626
483,0.0659426
484,0.069719166
485,0.0039578164
486,0.53065956
487,0.068561725
488,0.087529615
489,0.18385081
490,0.07251851
491,0.009863333
492,0.07272999
493,0.56568414
494,0.016116682
495,0.41137123
496,0.013980733
497,0.064227566
498,0.008627844
499,0.10871675
500,0.013972861
501,0.052570123
502,0.010558855
503,0.037242547
504,0.04227601
505,0.028778628
506,0.47371197
507,0.16360565
508,0.004872439
509,0.005708494
510,0.011449071
511,0.011080192
512,0.6208293
513,0.0996326
514,0.028165612
515,0.019019365
516,0.66324073
517,0.015333581
518,0.032912016
519,0.005891482
520,0.013133076
521,0.021365661
522,0.014208813
523,0.3313311
524,0.08944699
525,0.091497086
526,0.63652396
527,0.2209375
528,0.0063867657
529,0.4024659
530,0.013135079
531,0.0074037537
532,0.0054654838
533,0.010137721
534,0.004711739
535,0.0090353815
536,0.0063713756
537,0.00953656
538,0.2273402
539,0.055362277
540,0.015647864
541,0.013466407
542,0.020923752
543,0.18956637
544,0.13090907
545,0.07279046
546,0.0076497137
547,0.06442869
548,0.0071729994
549,0.0044485866
550,0.5184859
551,0.51582146
552,0.43727356
553,0.009272722
554,0.025192808
555,0.31570524
556,0.009800179
557,0.019448463
558,0.07379406
559,0.12788908
560,0.05990007
561,0.0028412584
562,0.010556907
563,0.1436375
564,0.08556516
565,0.17050876
566,0.012534977
567,0.008266003
568,0.07927462
569,0.5128462
570,0.11256706
571,0.37101015
572,0.018405218
573,0.011849692
574,0.105627775
575,0.14037895
576,0.0055306726
577,0.080787666
578,0.014015745
579,0.18916877
580,0.030966794
581,0.009055812
582,0.045470268
583,0.006069972
584,0.027429147
585,0.040408064
586,0.015747026
587,0.040930707
588,0.13153023
589,0.045605738
590,0.011635368
591,0.16350546
592,0.009330662
593,0.098182656
594,0.01129829
595,0.2595352
596,0.04961891
597,0.031707652
598,0.057243217
599,0.024417536
600,0.018870493
601,0.011841024
602,0.060942605
603,0.01229287
604,0.008989935
605,0.12334917
606,0.008383489
607,0.113375455
608,0.028136076
609,0.4124586
610,0.06496512
611,0.05259584
612,0.0057843006
613,0.010121937
614,0.024009641
615,0.03617628
616,0.01776792
617,0.078883916
618,0.008479881
619,0.012744396
620,0.03422573
621,0.0054113846
622,0.07580757
623,0.017657278
624,0.055347204
625,0.095532715
626,0.883761
627,0.14582983
628,0.008570789
629,0.008387855
630,0.47808856
631,0.008717489
632,0.041936997
633,0.005477212
634,0.031211967
635,0.0897376
636,0.0037906526
637,0.009782555
638,0.026579319
639,0.2154434
640,0.0060751177
641,0.008808473
642,0.6460568
643,0.16307427
644,0.76008004
645,0.16555932
646,0.35350838
647,0.013831877
648,0.14691052
649,0.008108639
650,0.011865039
651,0.4163601
652,0.0324035
653,0.07470199
654,0.6998462
655,0.010105863
656,0.0181705
657,0.010790694
658,0.008831067
659,0.1670929
660,0.16791676
661,0.06874172
662,0.27740112
663,0.33620927
664,0.17595333
665,0.5791842
666,0.0043327915
667,0.010329483
668,0.11724355
669,0.4985357
670,0.037214108
671,0.0077771833
672,0.12103591
673,0.03808842
674,0.005729478
675,0.656846
676,0.36410892
677,0.03009376
678,0.03414549
679,0.046772406
680,0.33848593
681,0.09109503
682,0.009258806
683,0.09233884
684,0.0143927755
685,0.18200682
686,0.005331287
687,0.007857357
688,0.0066526704
689,0.12711953
690,0.054485682
